dataset_id,text_id,input
termith-eval,test_archeologie_12_0337826_tei,la série céramique de le bronze final ii iii de le site de le petit souper à saint hilaire saint florent maine et loire. la fouille de le site de le petit souper à saint hilaire saint florent maine et loire  réalisée à le mois de janvier 2008 par une équipe de l inrap sous la responsabilité scientifique de y viau viau et al 2008  a mis à le jour une série de structures fossoyées contenant de nombreux fragments de céramiques attribuables à la fin de la phase ancienne et à la phase moyenne de le bronze final. ce site d habitat est établi à le bord d un plateau dominant la loire en surplomb de le site de le bronze final de l alleu fouillé par le docteur gruet à la fin des années 1970. le corpus céramique bronze final ii iii de le petit souper constitue à ce jour le référentiel le plus documenté pour la région des pays de la loire. en outre la fouille a fourni une importante série lithique associée à ce contexte. ce site est le point le plus occidental de la diffusion de la céramique de tradition rsfo le long de l axe ligérien vecteur majeur de diffusion des cultures voire aire d identité culturelle.
termith-eval,test_archeologie_12_0337828_tei,les bracelets protohistoriques en verre de bretagne. d après les sources bibliographiques et des échanges directs avec des archéologues les bracelets protohistoriques en verre de bretagne ont pu être recensés. dans le corpus des 43 objets ainsi répertoriés certains ont pu être associés à les typologies existantes haevernick et gebhard. les autres n y trouvant pas de correspondances il nous a fallu mettre en place un nouveau codage typologique. présenté ici il prend en compte à la fois la forme de la section la couleur et le décor. 17 de ces bracelets ont également bénéficié d analyses chimiques ce qui a permis de déterminer l origine probable de leurs matières premières. de plus ces résultats ouvrent de nouvelles perspectives de recherche.
termith-eval,test_archeologie_525_02_11060_tei,étude préliminaire de la céramique non tournée micacée de le bas languedoc occidental typologie chronologie et aire de diffusion. l étude présente une variété de céramique non tournée dont la typologie et l analyse des décors permettent de l identifier facilement. la nature de l argile enrichie de mica donne un aspect pailleté à la pâte sur laquelle le décor effectué selon la méthode de le brunissoir apparaît en traits brillant sur fond mat. cette première approche se fonde sur deux séries issues de fouilles anciennes menées sur les oppidums de le cayla à mailhac aude et de mourrel ferrat à olonzac hérault. la carte de répartition fait état d échanges ou de commerce à l échelon macrorégional rarement mis en évidence pour de la céramique non tournée. s il est difficile de statuer sur l origine des décors il semble que la production s insère dans une ambiance celtisante. la chronologie de cette production se situe dans le deuxième âge de le fer. la fourchette proposée entre la fin de le ive et la fin de le iie s av. j c reste encore à préciser.
termith-eval,test_archeologie_525_02_11109_tei,protohistoire de la commune de saint maximin la sainte baume var. le potentiel archéologique de la commune de saint maximin la sainte baume qui se résumait pratiquement à quelques habitats groupés et fortifiés de hauteur de l âge de le fer n a pu être évalué que grâce à les tranchées pratiquées pour l installation de canalisations d eau. le schéma de la structuration spatiale de l occupation des sols dans les plaines et de son évolution doit donc tenir compte désormais de l occultation des gisements par les dépôts alluvionnaires. le territoire objet de notre étude apparaît très occupé depuis l âge de le bronze final ii iii jusqu au i s av. j c l habitat ouvert de plaine et de piedmont y occupe une large place.
termith-eval,test_archeologie_525_02_11129_tei,un bloc sculpté de l oppidum de le cayla à mailhac aude. cette note rappelle la découverte ancienne d un bloc sculpté et de la probable localisation de la carrière d extraction. mis à le jour sur un clapas situé sur la partie orientale de l oppidum de le cayla à mailhac aude par o et j taffanel il s agit d un fragment de pilier avec deux têtes sculptées en bas relief. à partir d éléments comparables trouvés en languedoc oriental et en provence l hypothèse d un monument cultuel sur le cayla est envisagée. les conditions de découverte ne permettent pas de le localiser avec précision et sa datation ne peut être que suggérée. la présence de ce témoin de l art indigène renvoie une image homogène pour l exploitation de le thème des têtes coupées dans le sud de la france même si la documentation disponible en languedoc occidental ne permet pas encore de synthèse.
termith-eval,test_archeologie_525_02_11796_tei,étude préliminaire des cerfs de le gisement pleistocene inférieur de ceyssaguet haute loire. le gisement de ceyssaguet haute loire a livré de nombreux fossiles dont un grand nombre de restes de cervidés ceux ci se répartissent en quatre espèces deux de grande taille eucladoceros ctenoides praemegaceros obscurus et deux de taille moyenne metacervoceros rhenanus dama cf vallonnetensis. de nombreux problèmes de systématique et de synonymie sont discutés afin de comprendre la position systématique des cerfs de ceyssaguet. a l occasion de cette étude les auteurs replacent ces quatre espèces de cervidés dans l histoire des cervidés villafranchiens d europe et analysent leur distribution géographique.
termith-eval,test_archeologie_525_02_11797_tei,la parure de l enfant de la madeleine fouilles peyrony. un nouveau regard sur l enfance à le paléolithique supérieur. l analyse taphonomique technique et morphométrique des objets de parure de la sépulture de l enfant de la madeleine tursac dordogne permet de reconstituer les techniques de fabrication les modes d assemblage et le degré d utilisation de ces objets. les dentales ont été tronçonnés par flexion et sciage pour produire des tubes de 6 7 mm de longueur et à le moins 1 8 mm de diamètre. la morphométrie des aiguilles découvertes dans les couches d habitat et la présence de fractures et usures caractéristiques sur les dentales indiquent que ces derniers ont été brodés à l aide d aiguilles fines sur l habit de l enfant et portés de son vivant. la petite taille des tronçons de dentales et des autres objets de parure en coquillage turritelles néritines cyclopes et glycymeris  significativement différente de celle des mêmes espèces découvertes dans les sites d habitat et dans les sépultures contemporaines démontre que cette ornementation a été spécialement conçue pour l enfant et semble indiquer que cette classe d âge jouissait d un statut social propre dans les sociétés de la fin de le paléolithique supérieur. le grand nombre d objets impliqués et le grand investissement de temps nécessaire à la réalisation de cette parure évoquent une motivation qui dépasse l affection parentale et pourraient constituer l indice d une stratification sociale à base héréditaire. malgré la date tardive récemment obtenue pour cette sépulture 10 190 100 bp  son mobilier funéraire s enracine dans le monde magdalénien comme ceci est démontré par la comparaison avec le mobilier issu des couches d habitat.
termith-eval,test_archeologie_525_02_11798_tei,une statuette en ivoire de 30000 b p trouvée à le hohle fels près de schelklingen baden württemberg allemagne. en 1999 les fouilles menées par l équipe de l université de tübingen à le hohle fels près de schelklingen ont permis de découvrir une statuette en ivoire de mammouth représentant une tête d animal vraisemblablement de cheval. l objet provient de le niveau géologique 3 d dans une position intermédiaire entre des niveaux riches de le gravettien et de l aurignacien. ce niveau est daté d environ 30 000 b p avec cette découverte le hohle fels est après le vogelherd le hohlenstein stadel et le geissenklösterle le quatrième site en grotte dans le sud ouest de l allemagne à avoir livré des statuettes en ivoire de le paléolithique supérieur ancien. cet ensemble d objets d art mobilier fait partie des oeuvres d art les plus anciennes de le monde et il est très important pour l interprétation de l évolution culturelle de cette époque des derniers néandertaliens et des premiers hommes modernes en europe.
termith-eval,test_archeologie_525_02_11799_tei, le sansonnet et les agnels  vaucluse  un exemple de fragmentation thermique intentionnelle de le silex à le sauveterrien. l observation des stigmates de chauffe de le silex parallèlement à les remontages partiels de plusieurs blocs à permis de démontrer la pratique de l étonnement des blocs fracturation par choc thermique pour l obtention de nucléus sur fragments dans deux ensembles lithiques sauveterriens de le vaucluse. la mise en évidence de cette pratique marginale pour cette période apporte un éclairage nouveau sur les pratiques liées à les modalités de débitage des chasseurs sauveterriens.
termith-eval,test_archeologie_525_02_11807_tei,nouvelles figures féminines schématiques de type lalinde gönnersdorf dans la vallée de l aveyron. lors d un sondage réalisé en 1994 sur le site magdalénien supérieur de la magdeleine la plaine plusieurs plaquettes gravées ont été mises à le jour. l une d elles porte quatre figures féminines schématiques de type lalinde gοnnersdorf.
termith-eval,test_archeologie_525_02_11810_tei,informatisation d une fouille réalisation et déploiement de le logiciel d acquisition de données fractool  fressignes acquisition tool. depuis maintenant environ trois ans une équipe pluridisciplinaire de le muséum national d histoire naturelle m n h n travaille à l informatisation de la fouille et de l analyse de le gisement solutréen de fressignes indre france. cette activité pilote est également suivie dans le cadre d un groupe de recherche le projet collectif de recherche préhistoire de la vallée moyenne de la creuse avec pour objectifs d étendre ses résultats à d autres sites de la région centre. l été dernier à le cours de la campagne de fouilles 2000 le logiciel d acquisition fractool a été pour la première fois déployé et utilisé par les préhistoriens dans le cadre de le relevé de le matériel archéologique de fressignes. cet article s attache à décrire les différentes étapes qui ont abouti à la conception et réalisation de le logiciel fractool et plus particulièrement les réflexions méthodologiques menées relativement à les problématiques d acquisition de gestion et d exploitation de données archéologiques informatisées.
termith-eval,test_archeologie_525_04_10198_tei,le gisement épipaléolithique à pointes de malaurie de champ chalatras  les martres d artière puy de dôme. le site épipaléolithique de champ chalatras se caractérise par la présence de trois concentrations de vestiges archéologiques répartis autour de plusieurs foyers construits. les analyses spatiales ont permis de mettre en évidence la structuration de l espace domestique des locus avec des aires d activités spécifiques liées à le débitage de le silex à le façonnage des outils à le rejet d une partie des déchets de taille et à l utilisation de certains types d outils en relation avec les vestiges osseux. les données fournies par l étude archéozoologique montrent la prédominance des bovinés aurochs sur les autres espèces. l étude technologique de l industrie lithique a permis de déterminer les modes d introduction des différentes matières premières jurassiques crétacées et tertiaires en fonction de leur origine géographique. le débitage est orienté vers la production de supports laminaires rectilignes obtenus à le percuteur de pierre tendre à partir de nucléus à un ou deux plans de frappe opposés. l outillage se caractérise par la présence de pointes à dos rectiligne et base tronquée pointes de malaurie  de pièces tronquées de rectangles de grattoirs et de pièces esquillées. les données techno typologiques permettent de rapprocher le site de champ chalatras des niveaux laboriens des sites de la borie del rey et de pont d ambon dans le sud ouest de la france. les datations à le radiocarbone 10 000 100 bp 9920 120 bp et 9580 140 bp confirment également cet état de fait tout comme l assemblage faunique.
termith-eval,test_archeologie_525_04_10200_tei,à propos des burins de le raysse de le flageolet i dordogne france. comme pour un certain nombre d outils en silex de le paléolithique supérieur pièces carénées pièces esquillées la possibilité de la fonction de nucléus pour les burins de le raysse n a été soulevée que tardivement. par l étude technologique des burins de le raysse de la couche v de le flageolet i cet article a pour objectif de contribuer à la clarification de cette question importante en termes d interprétation fonctionnelle de l assemblage.
termith-eval,test_archeologie_525_04_10202_tei,présence de panthera gombaszoegensis kretzoï 1938 à la grotte xiv cénac et saint julien dordogne. panthera gombaszoegensis a vécu dès la fin de le pléistocène ancien jusqu au milieu de le pléistocène moyen. la présence de ce félin en france est peu documentée mais il ne s agit peut être que d un manque de sites. après un rappel des quelques travaux relatifs à cette espèce cet article aborde l étude de la série de vestiges recueillie ces dernières années dans la grotte xiv dordogne  fouilles j l guadelli. on y trouvera la description de ces vestiges et quelques remarques sur la répartition géographique et la phylogénie de ce félin.
termith-eval,test_archeologie_525_04_10203_tei,la redécouverte de le nouveau né néandertalien le moustier 2. en 1996 des ossements d un périnatal sont retrouvés dans les réserves de le musée national de préhistoire avec les collections des abris de le moustier dordogne. certains sont isolés d autres sont pris dans de petites mottes de sédiment. assez vite il apparaît que ces vestiges peuvent être ceux mis à le jour par d peyrony dans l abri inférieur. en 1997 le musée national de préhistoire nous confie la fouille des mottes et l étude des vestiges. a l issue de la fouille fin 2000  nous proposons la reconstitution d un squelette de périnatal exceptionnellement bien conservé. l étude morphologique et métrique préliminaire des vestiges osseux nous assure que nous sommes en présence d un néandertalien. considérant sa classe d âge certains de ses ossements sont uniques dans les annales de la paléontologie humaine. de surcroît la fouille des mottes de sédiment s est accompagnée de l enregistrement de données qui permettront de préciser la position de segments de le corps dans la tombe. enfin cette découverte remet en cause le nombre d individus présents dans le gisement de la ferrassie et l existence de l unique sépulture double de le moustérien d europe. en ce qui concerne les prédécesseurs des hommes modernes d europe le moustier 2 représente donc la plus importante découverte paléoanthropologique faite en france depuis ces vingt cinq dernières années et en périgord depuis 1961. son étude permettra de nombreuses avancées en anthropologie biologique sur l ontogénie des néandertaliens et les pratiques funéraires moustériennes.
termith-eval,test_archeologie_525_04_10656_tei,nouvelles données sur l occupation protohistotique de beaucaire gard. c est à le fond d une cave de la ville de beaucaire qu ont été par hasard exhumés les vestiges d une installation protohistorique de bas de pente située à le pied de l oppidum de le château et de la redoute. le matériel recueilli témoigne de deux grandes phases d occupation les vie ve siècles av. n è. d une part les iiie ier siècles av. n è. d autre part. la céramique locale côtoie les importations méditerranéennes caractérisant chaque période. par leur localisation ces vestiges sont intéressants pour la connaissance de la topographie antique d ugernum puisqu il s agit de l installation la plus proche de le rhône repérée jusqu à présent.
termith-eval,test_archeologie_525_04_10657_tei,meules à grains de provenance septentrionale coirons massif central sur deux sites protohistoriques de le languedoc oriental le marduel ive ier s et nages iiie ier s. l analyse pétrographique microtexturale appliquée à les meules basaltiques des oppida de le marduel et de nages met en évidence le rôle de gisements volcaniques septentrionaux dans l approvisionnement de ces sites. dans le cas de le marduel entre le ve s et le ier s av. n é. près de 80 de ce mobilier provient de le massif des coirons ou de gisements de le massif central et on y observe des formes typologiques inconnues dans les productions méridionales. dans le cas de nages pourtant plus proche des débarcadères méditerranéens la proportion de ces meules d origine septentrionale reste conséquente 23  entre le iieet le ier s av. n é. cette constatation contraste fortement avec ce qu on observe sur nombre d autres sites de le languedoc oriental et de provence où les productions d embonne cap d agde s imposent en quasi exclusivité pendant la même période. ces résultats permettent de localiser assez loin vers le sud une limite d influence de centres de production septentrionaux et de matérialiser dans l axe rhodanien un transit nord sud de produits manufacturés spécifiques.
termith-eval,test_archeologie_525_04_10660_tei,l habitat de le bronze final des courtinals à mourèze hérault. fouilles de le c r a des chênes verts en 1961. cet article présente le matériel découvert lors des premières fouilles sur le site des courtinals à mourèze réalisées par le c r a des chênes verts en 1961. ces lieux offrent une succession de niveaux datés par le mobilier de le néo chalcolithique de le bronze final iib de le bronze final iiia et des ve ive s av. j c le matériel de le bronze final iib rare et très fragmenté permet de souligner la disjonction entre le faciès de l arrière pays de le languedoc oriental et celui de le littoral. celui de le bronze final iiia très abondant et très bien conservé contribue à définir le fonds typologique de cette phase en languedoc oriental à partir duquel va se former le faciès mailhacien i un développement particulier concerne une figurine de terre cuite dans laquelle on reconnaît aisément l oie la fonction de cet objet et le statut possible de cet oiseau à le sein de ce groupe humain où il ne paraît pas avoir été consommé.
termith-eval,test_archeologie_525_06_10675_tei,le renne l aurochs et les volcans. hommes gibiers et reconquête forestière en grande limagne entre 12 300 bp et 7 500 bp. les données relatives à l économie de chasse des groupes humains entre l extrême fin de le pléistocène et le début de l holocène sont rares dans le massif central puisque seulement six gisements ont livré des corpus fauniques attribués à cette période un site de le magdalénien final trois sites épipaléolithiques et deux sites mésolithiques. cette étude devait permettre d appréhender l évolution de le choix des espèces chassées en rapport avec la recomposition des cortèges fauniques entre la fin de le pléistocène et le début de l holocène comme on la connaît dans d autres régions. or elle a mis en évidence l existence en grande limagne d une particularité inédite. en effet si les données des secteurs méridionaux de moyenne montagne sont comparables à ce que l on connaît dans d autres régions à des époques semblables chasses à le cerf chevreuil sanglier bouquetin  les données des sites septentrionaux de limagne témoignent exclusivement de chasses à l aurochs. l hypothèse d environnements particuliers est discutée en intégrant les données paléobotaniques et les données liées à les éruptions volcaniques de la chaîne des puys. ces six séries étant situées dans des secteurs différents de le massif et réparties sur une période d environ 5000 ans leur représentativité tant régionale que chrono culturelle est discutée.
termith-eval,test_archeologie_525_06_10676_tei,impact de la solifluxion sur les niveaux archéologiques simulation à partir d une expérience en milieu actif et application à des sites paléolithiques aquitains. l étude taphonomique de deux sites de le paléolithique moyen petit bost et croix de canard récemment découverts dans des colluvions près de périgueux dordogne france à l occasion de travaux d archéologiepréventive a mis en lumière la difficulté d apprécier le rôle respectif des facteurs anthropiques et naturels en l occurrence la solifluxion sur la répartition spatiale des vestiges. de manière à mieux appréhender les transformations occasionnées par la solifluxion périglaciaire c est à dire par la lente reptation de le sol provoquée par les alternances de gel dégel une simulation informatique a été réalisée à partir de mesures de déplacement enregistrées dans un milieu actif à la mortice alpes françaises méridionales 3100 m d altitude dans le cadre de le programme transit. les résultats de la simulation montrent que pour une concentration d objets de type amas de débitage les premiers stades de la déformation se traduisent à la fois par une translation vers l aval de le centre de gravité de la concentration et par une diffusion anisotrope des objets. l amas prend alors une forme d ellipse allongée dans la pente avec une forte densité relique d objets dans la partie amont. ce type de configuration est obtenu après 100 à 200 ans de fonctionnement dans les conditions de le site expérimental de la mortice. dans les stades ultérieurs de la déformation la répartition de le matériel tend à s homogénéiser et s apparente à une distribution aléatoire sur une grande surface. la comparaison entre la simulation et les configurations archéologiques rencontrées sur les sites de petit bost et croix de canard montre une bonne adéquation. en ce qui concerne le premier l hypothèse d un déplacement limité par la solifluxion rend notamment bien compte de la coexistence de traits anthropiques présence de concentrations d objets et de traits manifestement naturels orientation préférentielle des objets dans la pente. pour le second site l hypothèse d une action prolongée de la solifluxion ayant conduit à une homogénéisation de la répartition des vestiges peut être proposée.
termith-eval,test_archeologie_525_06_10677_tei,la faune de la grotte chauvet vallon pont d arc ardèche  présentation préliminaire paléontologique et taphonomique. au delà des quelque 450 peintures et gravures datées de le paléolithique supérieur ancien la grotte chauvet vallon pont d arc ardèche a livré d abondants vestiges paléontologiques près de 4 000 ossementsjonchent le sol des différents secteurs de la cavité ainsi qu une riche palette de bioglyphes d origine animale bauges pistes griffades et polis en pied de paroi ou humaine tracés digités empreintes. un premier inventaire de la faune identifiée ossements sur les sols souligne l extrême prédominance de l ours des cavernes 99 9 de la faune. les interactions entre l homme et l ours sont présentées et discutées brièvement.
termith-eval,test_archeologie_525_06_10678_tei,l industrie lithique de la couche iii de le roc de marsal dordogne  le problème de l attribution d une série lithique à le moustérien à denticulés. l industrie de la couche iii de le roc de marsal a été attribuée à le moustérien à denticulés. un réexamen de l outillage nous a permis de mettre en évidence la présence de pseudo outils encochés à le sein decet assemblage. cette révision a eu pour conséquence une nette diminution de la proportion de le groupe des denticulés. au delà de le problème de l attribution de certaines industries altérées par des agents naturels ou des actions accidentelles à le moustérien à denticulés nous nous interrogeons sur la pertinence des caractéristiques uniquement typologiques de ce faciès et par delà sur le rattachement systématique d une industrie à l un des faciès décrits par f bordes.
termith-eval,test_archeologie_525_06_10679_tei,la production des outils à le paléolithique moyen comparaison diachronique des occupations de riencourt lès bapaume pas de calais france. le gisement de riencourt lès bapaume comporte cinq niveaux principaux ii ca c b 2 et b 1 correspondant à des occupations de plein air de le pléistocène supérieur. ces assemblages lithiques ont servi de base à une approche diachronique des stratégies de production des outils. par la confrontation des données observées il a été possible de mettre en évidence de nombreux points communs concernant le comportement économique des artisans néandertaliens les types de débitage mis en oeuvre la composition typologique de l outillage la nature et les critères morphométriques des supports d outils et les techniques de retouche employées. ces similitudes pourraient résulter de la pratique d activités semblables induites par des facteurs environnementaux et climatiques stables durant les différentes occupations ainsi que par l omniprésence de gîtes de matière première de bonne qualité. quant à les singularités observées elles seraient plutôt imputables à des influences culturelles propres à chacun des groupes humains.
termith-eval,test_archeologie_525_06_10680_tei,le mobilier funéraire de la dame de saint germain la rivière gironde et l origine paléolithique des inégalités. l analyse archéozoologique et technologique de le mobilier funéraire de la dame de saint germain la rivière 15 570 200 bp et sa comparaison avec les objets de parure et la faune découverts dans ce même gisementainsi que dans les sites et sépultures contemporains révèlent le caractère exceptionnel de cette inhumation. le grand nombre de craches perforées et la préférence pour des craches de jeunes cerfs mâles qui caractérisent le mobilier de la sépulture contrastent avec l extrême rareté de cette espèce dans les sites contemporains de le sud ouest de la france. la rareté et l origine probablement exotique des craches le faible nombre de craches appariées et l homogénéité technique et morphologique de la collection suggèrent que ces dents ont été acquises par échange sur longue distance et qu elles devaient représenter des objets de prestige. a l instar de ce que l on observe chez certaines populations de chasseurs cueilleurs et en contradiction avec le caractère supposé égalitaire des sociétés paléolithiques ces objets pourraient avoir été utilisés pour marquer l appartenance de cette femme à un groupe social privilégié.
termith-eval,test_archeologie_525_07_10018_tei,mobilier céramique et faciès culturel de l habitat gaulois de l île de martigues. cet article présente l analyse de l ensemble de le mobilier céramique des niveaux anciens de trois habitations de le premier village gaulois de l île de martigues dont l occupation s étend de 440 av. j c à 190 av. j c de bonnes conditions stratigraphiques et un découpage chronologique précis de la période étudiée 440 375 360 av. j c favorisent l analyse de l évolution quantitative et typologique de le matériel. deux couches d incendie dans les niveaux étudiés l une dans la seconde moitié de le ve s l autre dans le second quart de le ives. fournissent un matériel bien conservé et en place. la deuxième particulièrement bien conservée pour deux des habitations autorise une approche ethnographique des espaces étudiés par la remise en contexte des objets et l analyse de leur répartition spatiale.
termith-eval,test_chimie_00_0081160_tei,adsorption de le trichlorure d azote gazeux sur charbon actif. en atmosphère humide la trichloramine gazeuse s adsorbe dissociativement sur le charbon actif avec formation d azote moléculaire gazeux et d espèces chlorure irréversiblement chimisorbées. la loi cinétique d adsorption est de le type θ 1 exp  k ncl 3 t. le charbon actif utilisé peut adsorber plus de 13 de sa masse en ncl 3 en atmosphère humide. l addition de ki augmente son efficacité 15  mais celle de na 2 co 3 la diminue 25 . les capacités d adsorption sont remarquablement diminuées en absence de vapeur d eau division par 30 à 40 fois.
termith-eval,test_chimie_00_0261916_tei,dépôt de revêtements peu rugueux de diamant sur un alliage de titane. un nouveau procédé de dépôt chimique assisté par plasma permet de déposer à 600 c des revêtements de diamant de rugosité faible sur des alliages de titane. la microscopie électronique à balayage la diffraction des rayons x et la spectroscopie raman dans le visible et l ultra violet montrent que les revêtements obtenus sont peu rugueux et essentiellement composés de diamant cristallisé avec une morphologie à grains fins. les résultats sont comparés à ceux obtenus sur les revêtements en diamant polycristallin classiques. la spectroscopie d émission montre d importantes différences entre les espèces émissives de le plasma employé et celles qui conduisent à le diamant polycristallin ou à les films nanocristallins.
termith-eval,test_chimie_00_0268317_tei,étude ab initio des structures électroniques et magnétiques des systèmes yfe 2 et yfe 2h3 à le sein de la théorie de la fonctionnelle de la densité dft. les structures électroniques et magnétiques de yfe 2 et d un hydrure yfe 2h3 sont calculées à le sein de la théorie de la fonctionnelle locale de la densité de spins utilisant la méthode de l onde sphérique augmentée. l analyse des résultats obtenus quant à les densités d états dos et à les populations de recouvrement coop permet d expliquer le rôle joué par l hydrogène tant à le niveau de l augmentation de l aimantation globale que de celui de la liaison chimique contractée avec y et fe.
termith-eval,test_chimie_00_0327784_tei,un nouveau dimère hétéropolytungstique  siw 10 o 37 2 fe 4 oh 4 12 formé par la réunion par deux ponts hydroxo de deux unités α siw 10 fe 2 o 39. synthèse et structure de son sel de rubidium. l hétéropolyanion  siw 10 o 37 2 fe 4 oh 4 12 est obtenu par action d une solution de nitrate sur l undécatungstosilicate de potassium. cette réaction conduit dans un premier temps à un ferri undécatungstosilicate qui se dimérise probablement en milieu neutre dans un deuxième temps en milieu légèrement alcalin il y a substitution d un fer à un tungstène et formation d un double pont hydroxo. le composé isolé sous la forme d un sel de rubidium rbe 12 siw 10 o 37 2 fe 4 oh 4 28 h 2 o a été caractérisé par analyse élémentaire spectroscopie infra rouge et polarographie. ce nouveau polyoxoanion dimère est formé par l union de deux ions de keggin deux unités lacunaires α siw 10 o 37 10 fixent chacune deux ions fe 3 et sont reliées entre elles par deux groupes hydroxo pontants. la présence de groupes hydroxo a été montrée par le calcul des somes des valences de liaision des atomes d oxygène impliqués. le composé décrit cristallise v 10 538 8 a avec z 4. la structure a été déterminée par la méthode directe et les affinements ont conduit à les facteurs d accord r 0 0775 et rw 0 0870.
termith-eval,test_chimie_00_0374823_tei,synthèse et étude structurale de le polyanion asiii 4 mo 6 w 14 o 72 h 2 o 2 12 isomorphe de asiii 4 w 20 o 72 h 2 o 2 12. par analogie avec la formation de asiii 4 w 20 o 72 h 2 o 2 12  l addition d un excès de molybdate moo 4 2 sur as 2 iiiw 8 o 30 oh  7 conduit à ph 4 à le polyanion mixte asiii 4 mo 6 w 14 o 72 h 2 o 2 12. la structure de le sel de sodium de ce polyanion a eté résolue par diffraction des rayons x a 11 183 4 å b 13 432 3 å c 19 626 5 å α 77 87 2  β 73 57 3  γ 67 44 3  v 2 594 1 å 3 p 1. les facteurs de confiance sont r 7 89 et rw 9 97 ce composé est isomorphe de na 12 asiii 4 w 20 o 72 h 2 o 2 42 h 2 o le composé de départ a subi une isomérisation β α accompagnée de la substitution formelle d un tungstène par un molybdène et de l addition de deux molybdènes. le polyanion est constitué de deux entités αb asiiimo 2 w 7 o 33 reliées par deux chaînons asiiiomoo 2 h 2 o  dans lesquels l arsenic et le molybdène sont liés chacun à deux octaèdres wo 6 d une entité asiiimo 2 w 7 o 33 avec deux atomes de molybdène contigus.
termith-eval,test_chimie_00_0464460_tei,structure cristalline d un nouvel hydroxyphosphate naturel de strontium fer et aluminium lulzacite  sr 2 fe fe 0 63 mg 0 37 2 al 4 po 4 4 oh 10. la structure cristalline d un nouvel hydroxyphosphate naturel de strontium fer et aluminium lulzacite a été résolue par étude d un monocristal à les rayons x  symétrie triclinique p 1  paramètres de maille a 5 457 1 å b 9 131 2 å c 9 769 2 å α 108 47 3  β 91 72 3  et γ 97 44 3   formule structurale  sr 0 96 ba 0 04 2 fe fe 0 63 mg 0 37 2 al 4  p 0 98 v 0 02 o 4 4 oh 10 z 1. la structure montre l alternance selon l axe b d une part de chaînes infinies parallèles à l axe a dont le motif se compose d un octaèdre fe 2 o 6 suivi d une paire d octaèdres alo 6 et d autre part de trimères formés d un octaèdre alo 6 encadré par deux octaèdres fe 2  mg o 6. trimères et chaînes sont liés par les sommets d un octaèdre alo 6 et de deux tétraèdres po 4. les ions strontium occupent les tunnels formés par la structure. cette structure est isotype de celle de la jamésite arséniate de plomb. des sous motifs analogues se retrouvent dans certaines espèces minérales les trimères dans la ludlamite phosphate de fer  les chaînes dans différents hydroxosels.
termith-eval,test_chimie_00_0466594_tei,greffage de modèles de lignines sur polystyrène par lien imino. la synthèse d oligolignols fixés sur polymère lfp a été entreprise afin d étudier les propriétés physicochimiques et les mécanismes de dégradation des différentes sous unités structurales constitutives des lignines dans des conditions plus proches de celles auxquelles le polymère naturel est soumis. dans ce travail des modèles simplifiés de lignine greffés par des liens imino et amino sur une résine fonctionnalisée à 1 d aminométhylpolystyrène sans protection préalable des fonctions hydroxyle sont proposés.
termith-eval,test_chimie_00_0491251_tei,amélioration de la tenue à la corrosion atmosphérique de matériaux utilisés en connectique nickel doré. traitements de surface par implantations d ions. des essais de corrosion d un matériau utilisé en connectique constitué de laiton recouvert d un dépôt de nickel électrochimique de 5 μm et d un dépôt d or de 0 4 μm ou de 1 μm ont été conduits dans de l air synthétique humide contenant de faibles quantités de no 2 0 2 vpm  so 2 0 2 vpm et cl 2 0 01 vpm. les résultats obtenus montrent que les produits de corrosion croissent sous forme d amas bien localisés constitués principalement de nitrates sulfates et chlorures basiques de nickel et de zinc. ces études ont montré que la corrosion de le matériau est due à la présence de porosités dans les dépôts d or et de nickel. les analyses effectuées à le meb ont montré qu il existait probablement dans ces porosités des composés organiques liés à l élaboration de ces dépôts et que lors de l attaque galvanique de le nickel et de le zinc le carbone était rejeté à la périphérie des amas. la quantité de carbone présent dans les dépôts d or et de nickel a pu être déterminée par des analyses par réaction nucléaires d p. des traitements de surface par implantation en titane ou en titane et azote ou en hélium de ce matériau ont été réalisés afin d essayer de supprimer les défauts d étanchéité dans le dépôt d or. ces différents traitements ont montré une efficacité certaine quant à la suppression des porosités confirmée par les tests de corrosion qui montrent une nette amélioration de le comportement de le matériau vis à vis de la corrosion atmosphérique.
termith-eval,test_chimie_01_0085473_tei,de l hydrogénation catalytique à la théorie chimique de la catalyse paul sabatier chimiste de génie apôtre de la décentralisation. c est à partir de ses réflexions sur la genèse des métaux carbonyles que paul sabatier a progressivement été amené à découvrir l hydrogénation catalytique. a partir de cette dernière réaction à les multiples applications il échafauda une théorie de la catalyse dont l essentiel est toujours d actualité. ses découvertes doivent être attribuées à ses mérites propres et à la formation qu il avait reçue de le laboratoire de marcellin berthelot.
